date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,price,discount
2025-06-25,S002,P0021,Apparel,Central,393,10,0,22.26,0
2025-06-26,S002,P0021,Apparel,Central,388,5,0,22.26,0
2025-06-27,S002,P0021,Apparel,Central,371,17,0,22.26,10
2025-06-28,S002,P0021,Apparel,Central,352,19,0,22.26,0
2025-06-29,S002,P0021,Apparel,Central,328,24,0,22.26,0
2025-01-01,S002,P0022,Apparel,Central,275,9,142,43.22,15
2025-01-02,S002,P0022,Apparel,Central,257,18,0,43.22,0
2025-01-03,S002,P0022,Apparel,Central,238,19,0,43.22,15
2025-01-04,S002,P0022,Apparel,Central,230,8,0,43.22,15
2025-01-05,S002,P0022,Apparel,Central,209,21,0,43.22,0
2025-01-06,S002,P0022,Apparel,Central,193,16,0,43.22,0
2025-01-07,S002,P0022,Apparel,Central,181,12,0,43.22,0
2025-01-08,S002,P0022,Apparel,Central,163,18,0,43.22,0
2025-01-09,S002,P0022,Apparel,Central,146,17,0,43.22,0
2025-01-10,S002,P0022,Apparel,Central,133,13,0,43.22,0
2025-01-11,S002,P0022,Apparel,Central,268,7,142,43.22,0
2025-01-12,S002,P0022,Apparel,Central,254,14,0,43.22,10
2025-01-13,S002,P0022,Apparel,Central,237,17,0,43.22,0
2025-01-14,S002,P0022,Apparel,Central,223,14,0,43.22,10
2025-01-15,S002,P0022,Apparel,Central,213,10,0,43.22,0
2025-01-16,S002,P0022,Apparel,Central,201,12,0,43.22,15
2025-01-17,S002,P0022,Apparel,Central,188,13,0,43.22,10
2025-01-18,S002,P0022,Apparel,Central,177,11,0,43.22,0
2025-01-19,S002,P0022,Apparel,Central,164,13,0,43.22,0
2025-01-20,S002,P0022,Apparel,Central,140,24,0,43.22,0
2025-01-21,S002,P0022,Apparel,Central,282,0,142,43.22,0
2025-01-22,S002,P0022,Apparel,Central,270,12,0,43.22,5
2025-01-23,S002,P0022,Apparel,Central,253,17,0,43.22,10
2025-01-24,S002,P0022,Apparel,Central,241,12,0,43.22,0
2025-01-25,S002,P0022,Apparel,Central,229,12,0,43.22,0
2025-01-26,S002,P0022,Apparel,Central,215,14,0,43.22,10
2025-01-27,S002,P0022,Apparel,Central,193,22,0,43.22,0
2025-01-28,S002,P0022,Apparel,Central,177,16,0,43.22,0
2025-01-29,S002,P0022,Apparel,Central,162,15,0,43.22,0
2025-01-30,S002,P0022,Apparel,Central,150,12,0,43.22,5
2025-01-31,S002,P0022,Apparel,Central,279,13,142,43.22,0
2025-02-01,S002,P0022,Apparel,Central,269,10,0,43.22,5
2025-02-02,S002,P0022,Apparel,Central,243,26,0,43.22,5
2025-02-03,S002,P0022,Apparel,Central,218,25,0,43.22,10
2025-02-04,S002,P0022,Apparel,Central,202,16,0,43.22,0
2025-02-05,S002,P0022,Apparel,Central,190,12,0,43.22,0
2025-02-06,S002,P0022,Apparel,Central,177,13,0,43.22,0
2025-02-07,S002,P0022,Apparel,Central,162,15,0,43.22,0
2025-02-08,S002,P0022,Apparel,Central,152,10,0,43.22,0
2025-02-09,S002,P0022,Apparel,Central,138,14,0,43.22,5
2025-02-10,S002,P0022,Apparel,Central,273,7,142,43.22,15
2025-02-11,S002,P0022,Apparel,Central,257,16,0,43.22,0
2025-02-12,S002,P0022,Apparel,Central,252,5,0,43.22,0
2025-02-13,S002,P0022,Apparel,Central,245,7,0,43.22,0
2025-02-14,S002,P0022,Apparel,Central,228,17,0,43.22,15
2025-02-15,S002,P0022,Apparel,Central,211,17,0,43.22,5
2025-02-16,S002,P0022,Apparel,Central,186,25,0,43.22,5
2025-02-17,S002,P0022,Apparel,Central,176,10,0,43.22,0
2025-02-18,S002,P0022,Apparel,Central,165,11,0,43.22,0
2025-02-19,S002,P0022,Apparel,Central,145,20,0,43.22,0
2025-02-20,S002,P0022,Apparel,Central,269,18,142,43.22,0
2025-02-21,S002,P0022,Apparel,Central,252,17,0,43.22,0
2025-02-22,S002,P0022,Apparel,Central,240,12,0,43.22,0
2025-02-23,S002,P0022,Apparel,Central,228,12,0,43.22,0
2025-02-24,S002,P0022,Apparel,Central,216,12,0,43.22,5
2025-02-25,S002,P0022,Apparel,Central,204,12,0,43.22,0
2025-02-26,S002,P0022,Apparel,Central,204,0,0,43.22,0
2025-02-27,S002,P0022,Apparel,Central,196,8,0,43.22,0
2025-02-28,S002,P0022,Apparel,Central,186,10,0,43.22,0
2025-03-01,S002,P0022,Apparel,Central,171,15,0,43.22,0
2025-03-02,S002,P0022,Apparel,Central,291,22,142,43.22,0
2025-03-03,S002,P0022,Apparel,Central,271,20,0,43.22,0
2025-03-04,S002,P0022,Apparel,Central,255,16,0,43.22,0
2025-03-05,S002,P0022,Apparel,Central,251,4,0,43.22,0
2025-03-06,S002,P0022,Apparel,Central,232,19,0,43.22,0
2025-03-07,S002,P0022,Apparel,Central,216,16,0,43.22,0
2025-03-08,S002,P0022,Apparel,Central,195,21,0,43.22,0
2025-03-09,S002,P0022,Apparel,Central,183,12,0,43.22,15
2025-03-10,S002,P0022,Apparel,Central,163,20,0,43.22,0
2025-03-11,S002,P0022,Apparel,Central,152,11,0,43.22,0
2025-03-12,S002,P0022,Apparel,Central,286,8,142,43.22,0
2025-03-13,S002,P0022,Apparel,Central,270,16,0,43.22,0
2025-03-14,S002,P0022,Apparel,Central,258,12,0,43.22,0
2025-03-15,S002,P0022,Apparel,Central,239,19,0,43.22,0
2025-03-16,S002,P0022,Apparel,Central,225,14,0,43.22,0
2025-03-17,S002,P0022,Apparel,Central,219,6,0,43.22,15
2025-03-18,S002,P0022,Apparel,Central,209,10,0,43.22,0
2025-03-19,S002,P0022,Apparel,Central,204,5,0,43.22,0
2025-03-20,S002,P0022,Apparel,Central,188,16,0,43.22,0
2025-03-21,S002,P0022,Apparel,Central,188,0,0,43.22,0
2025-03-22,S002,P0022,Apparel,Central,308,22,142,43.22,0
2025-03-23,S002,P0022,Apparel,Central,299,9,0,43.22,10
2025-03-24,S002,P0022,Apparel,Central,281,18,0,43.22,0
2025-03-25,S002,P0022,Apparel,Central,266,15,0,43.22,0
2025-03-26,S002,P0022,Apparel,Central,264,2,0,43.22,0
2025-03-27,S002,P0022,Apparel,Central,251,13,0,43.22,0
2025-03-28,S002,P0022,Apparel,Central,246,5,0,43.22,0
2025-03-29,S002,P0022,Apparel,Central,229,17,0,43.22,0
2025-03-30,S002,P0022,Apparel,Central,217,12,0,43.22,0
2025-03-31,S002,P0022,Apparel,Central,215,2,0,43.22,0
2025-04-01,S002,P0022,Apparel,Central,342,15,142,43.22,0
2025-04-02,S002,P0022,Apparel,Central,330,12,0,43.22,0
2025-04-03,S002,P0022,Apparel,Central,318,12,0,43.22,0
2025-04-04,S002,P0022,Apparel,Central,316,2,0,43.22,0
2025-04-05,S002,P0022,Apparel,Central,310,6,0,43.22,0
2025-04-06,S002,P0022,Apparel,Central,296,14,0,43.22,0
2025-04-07,S002,P0022,Apparel,Central,279,17,0,43.22,0
2025-04-08,S002,P0022,Apparel,Central,263,16,0,43.22,0
2025-04-09,S002,P0022,Apparel,Central,248,15,0,43.22,0
2025-04-10,S002,P0022,Apparel,Central,229,19,0,43.22,0
2025-04-11,S002,P0022,Apparel,Central,362,9,142,43.22,0
2025-04-12,S002,P0022,Apparel,Central,343,19,0,43.22,0
2025-04-13,S002,P0022,Apparel,Central,336,7,0,43.22,5
2025-04-14,S002,P0022,Apparel,Central,311,25,0,43.22,0
2025-04-15,S002,P0022,Apparel,Central,303,8,0,43.22,0
2025-04-16,S002,P0022,Apparel,Central,288,15,0,43.22,5
2025-04-17,S002,P0022,Apparel,Central,267,21,0,43.22,5
2025-04-18,S002,P0022,Apparel,Central,257,10,0,43.22,0
2025-04-19,S002,P0022,Apparel,Central,239,18,0,43.22,0
2025-04-20,S002,P0022,Apparel,Central,222,17,0,43.22,0
2025-04-21,S002,P0022,Apparel,Central,354,10,142,43.22,0
2025-04-22,S002,P0022,Apparel,Central,345,9,0,43.22,0
2025-04-23,S002,P0022,Apparel,Central,339,6,0,43.22,0
2025-04-24,S002,P0022,Apparel,Central,339,0,0,43.22,0
2025-04-25,S002,P0022,Apparel,Central,328,11,0,43.22,0
2025-04-26,S002,P0022,Apparel,Central,316,12,0,43.22,0
2025-04-27,S002,P0022,Apparel,Central,316,0,0,43.22,0
2025-04-28,S002,P0022,Apparel,Central,308,8,0,43.22,0
2025-04-29,S002,P0022,Apparel,Central,293,15,0,43.22,0
2025-04-30,S002,P0022,Apparel,Central,280,13,0,43.22,5
2025-05-01,S002,P0022,Apparel,Central,404,18,142,43.22,0
2025-05-02,S002,P0022,Apparel,Central,394,10,0,43.22,0
2025-05-03,S002,P0022,Apparel,Central,384,10,0,43.22,0
2025-05-04,S002,P0022,Apparel,Central,365,19,0,43.22,0
2025-05-05,S002,P0022,Apparel,Central,349,16,0,43.22,0
2025-05-06,S002,P0022,Apparel,Central,335,14,0,43.22,5
2025-05-07,S002,P0022,Apparel,Central,327,8,0,43.22,0
2025-05-08,S002,P0022,Apparel,Central,315,12,0,43.22,0
2025-05-09,S002,P0022,Apparel,Central,309,6,0,43.22,0
2025-05-10,S002,P0022,Apparel,Central,297,12,0,43.22,0
2025-05-11,S002,P0022,Apparel,Central,417,22,142,43.22,0
2025-05-12,S002,P0022,Apparel,Central,408,9,0,43.22,0
2025-05-13,S002,P0022,Apparel,Central,391,17,0,43.22,0
2025-05-14,S002,P0022,Apparel,Central,377,14,0,43.22,0
2025-05-15,S002,P0022,Apparel,Central,356,21,0,43.22,0
2025-05-16,S002,P0022,Apparel,Central,353,3,0,43.22,15
2025-05-17,S002,P0022,Apparel,Central,336,17,0,43.22,0
2025-05-18,S002,P0022,Apparel,Central,319,17,0,43.22,0
2025-05-19,S002,P0022,Apparel,Central,315,4,0,43.22,0
2025-05-20,S002,P0022,Apparel,Central,307,8,0,43.22,0
2025-05-21,S002,P0022,Apparel,Central,438,11,142,43.22,0
2025-05-22,S002,P0022,Apparel,Central,414,24,0,43.22,5
2025-05-23,S002,P0022,Apparel,Central,405,9,0,43.22,0
2025-05-24,S002,P0022,Apparel,Central,395,10,0,43.22,15
2025-05-25,S002,P0022,Apparel,Central,387,8,0,43.22,0
2025-05-26,S002,P0022,Apparel,Central,384,3,0,43.22,0
2025-05-27,S002,P0022,Apparel,Central,360,24,0,43.22,0
2025-05-28,S002,P0022,Apparel,Central,347,13,0,43.22,0
2025-05-29,S002,P0022,Apparel,Central,340,7,0,43.22,0
2025-05-30,S002,P0022,Apparel,Central,321,19,0,43.22,10
2025-05-31,S002,P0022,Apparel,Central,437,26,142,43.22,0
2025-06-01,S002,P0022,Apparel,Central,427,10,0,43.22,0
2025-06-02,S002,P0022,Apparel,Central,417,10,0,43.22,0
2025-06-03,S002,P0022,Apparel,Central,399,18,0,43.22,0
2025-06-04,S002,P0022,Apparel,Central,383,16,0,43.22,0
2025-06-05,S002,P0022,Apparel,Central,372,11,0,43.22,10
2025-06-06,S002,P0022,Apparel,Central,353,19,0,43.22,0
2025-06-07,S002,P0022,Apparel,Central,346,7,0,43.22,0
2025-06-08,S002,P0022,Apparel,Central,345,1,0,43.22,0
2025-06-09,S002,P0022,Apparel,Central,339,6,0,43.22,0
2025-06-10,S002,P0022,Apparel,Central,473,8,142,43.22,0
2025-06-11,S002,P0022,Apparel,Central,466,7,0,43.22,0
2025-06-12,S002,P0022,Apparel,Central,466,0,0,43.22,0
2025-06-13,S002,P0022,Apparel,Central,456,10,0,43.22,0
2025-06-14,S002,P0022,Apparel,Central,437,19,0,43.22,0
2025-06-15,S002,P0022,Apparel,Central,417,20,0,43.22,15
2025-06-16,S002,P0022,Apparel,Central,401,16,0,43.22,0
2025-06-17,S002,P0022,Apparel,Central,383,18,0,43.22,0
2025-06-18,S002,P0022,Apparel,Central,369,14,0,43.22,0
2025-06-19,S002,P0022,Apparel,Central,360,9,0,43.22,0
2025-06-20,S002,P0022,Apparel,Central,500,2,142,43.22,0
2025-06-21,S002,P0022,Apparel,Central,494,6,0,43.22,5
2025-06-22,S002,P0022,Apparel,Central,478,16,0,43.22,0
2025-06-23,S002,P0022,Apparel,Central,471,7,0,43.22,0
2025-06-24,S002,P0022,Apparel,Central,459,12,0,43.22,5
2025-06-25,S002,P0022,Apparel,Central,454,5,0,43.22,0
2025-06-26,S002,P0022,Apparel,Central,435,19,0,43.22,0
2025-06-27,S002,P0022,Apparel,Central,425,10,0,43.22,5
2025-06-28,S002,P0022,Apparel,Central,411,14,0,43.22,0
2025-06-29,S002,P0022,Apparel,Central,397,14,0,43.22,0
2025-01-01,S002,P0023,Electronics,Central,51,0,26,13.82,0
2025-01-02,S002,P0023,Electronics,Central,50,1,0,13.82,0
2025-01-03,S002,P0023,Electronics,Central,49,1,0,13.82,5
2025-01-04,S002,P0023,Electronics,Central,48,1,0,13.82,0
2025-01-05,S002,P0023,Electronics,Central,47,1,0,13.82,0
2025-01-06,S002,P0023,Electronics,Central,46,1,0,13.82,0
2025-01-07,S002,P0023,Electronics,Central,45,1,0,13.82,0
2025-01-08,S002,P0023,Electronics,Central,44,1,0,13.82,0
2025-01-09,S002,P0023,Electronics,Central,44,0,0,13.82,0
2025-01-10,S002,P0023,Electronics,Central,43,1,0,13.82,0
2025-01-11,S002,P0023,Electronics,Central,42,1,0,13.82,0
2025-01-12,S002,P0023,Electronics,Central,41,1,0,13.82,0
2025-01-13,S002,P0023,Electronics,Central,40,1,0,13.82,15
2025-01-14,S002,P0023,Electronics,Central,39,1,0,13.82,0
2025-01-15,S002,P0023,Electronics,Central,64,1,26,13.82,0
2025-01-16,S002,P0023,Electronics,Central,63,1,0,13.82,0
2025-01-17,S002,P0023,Electronics,Central,62,1,0,13.82,5
2025-01-18,S002,P0023,Electronics,Central,61,1,0,13.82,0
2025-01-19,S002,P0023,Electronics,Central,60,1,0,13.82,0
2025-01-20,S002,P0023,Electronics,Central,59,1,0,13.82,0
2025-01-21,S002,P0023,Electronics,Central,58,1,0,13.82,0
2025-01-22,S002,P0023,Electronics,Central,57,1,0,13.82,0
2025-01-23,S002,P0023,Electronics,Central,55,2,0,13.82,0
2025-01-24,S002,P0023,Electronics,Central,54,1,0,13.82,0
2025-01-25,S002,P0023,Electronics,Central,51,3,0,13.82,0
2025-01-26,S002,P0023,Electronics,Central,50,1,0,13.82,0
2025-01-27,S002,P0023,Electronics,Central,49,1,0,13.82,0
2025-01-28,S002,P0023,Electronics,Central,47,2,0,13.82,0
2025-01-29,S002,P0023,Electronics,Central,72,1,26,13.82,0
2025-01-30,S002,P0023,Electronics,Central,71,1,0,13.82,0
2025-01-31,S002,P0023,Electronics,Central,70,1,0,13.82,5
2025-02-01,S002,P0023,Electronics,Central,69,1,0,13.82,5
2025-02-02,S002,P0023,Electronics,Central,68,1,0,13.82,0
2025-02-03,S002,P0023,Electronics,Central,67,1,0,13.82,0
2025-02-04,S002,P0023,Electronics,Central,66,1,0,13.82,0
2025-02-05,S002,P0023,Electronics,Central,65,1,0,13.82,0
2025-02-06,S002,P0023,Electronics,Central,64,1,0,13.82,0
2025-02-07,S002,P0023,Electronics,Central,63,1,0,13.82,0
2025-02-08,S002,P0023,Electronics,Central,62,1,0,13.82,0
2025-02-09,S002,P0023,Electronics,Central,61,1,0,13.82,0
2025-02-10,S002,P0023,Electronics,Central,59,2,0,13.82,0
2025-02-11,S002,P0023,Electronics,Central,58,1,0,13.82,0
2025-02-12,S002,P0023,Electronics,Central,83,1,26,13.82,0
2025-02-13,S002,P0023,Electronics,Central,82,1,0,13.82,15
2025-02-14,S002,P0023,Electronics,Central,81,1,0,13.82,0
2025-02-15,S002,P0023,Electronics,Central,80,1,0,13.82,10
2025-02-16,S002,P0023,Electronics,Central,79,1,0,13.82,0
2025-02-17,S002,P0023,Electronics,Central,78,1,0,13.82,0
2025-02-18,S002,P0023,Electronics,Central,77,1,0,13.82,0
2025-02-19,S002,P0023,Electronics,Central,76,1,0,13.82,0
2025-02-20,S002,P0023,Electronics,Central,75,1,0,13.82,0
2025-02-21,S002,P0023,Electronics,Central,74,1,0,13.82,5
2025-02-22,S002,P0023,Electronics,Central,73,1,0,13.82,0
2025-02-23,S002,P0023,Electronics,Central,72,1,0,13.82,0
2025-02-24,S002,P0023,Electronics,Central,71,1,0,13.82,0
2025-02-25,S002,P0023,Electronics,Central,70,1,0,13.82,0
2025-02-26,S002,P0023,Electronics,Central,95,1,26,13.82,0
2025-02-27,S002,P0023,Electronics,Central,94,1,0,13.82,0
2025-02-28,S002,P0023,Electronics,Central,93,1,0,13.82,0
2025-03-01,S002,P0023,Electronics,Central,92,1,0,13.82,0
2025-03-02,S002,P0023,Electronics,Central,91,1,0,13.82,0
2025-03-03,S002,P0023,Electronics,Central,91,0,0,13.82,0
2025-03-04,S002,P0023,Electronics,Central,89,2,0,13.82,5
2025-03-05,S002,P0023,Electronics,Central,88,1,0,13.82,0
2025-03-06,S002,P0023,Electronics,Central,88,0,0,13.82,0
2025-03-07,S002,P0023,Electronics,Central,87,1,0,13.82,0
2025-03-08,S002,P0023,Electronics,Central,86,1,0,13.82,0
2025-03-09,S002,P0023,Electronics,Central,84,2,0,13.82,0
2025-03-10,S002,P0023,Electronics,Central,83,1,0,13.82,0
2025-03-11,S002,P0023,Electronics,Central,82,1,0,13.82,0
2025-03-12,S002,P0023,Electronics,Central,107,1,26,13.82,5
2025-03-13,S002,P0023,Electronics,Central,106,1,0,13.82,10
2025-03-14,S002,P0023,Electronics,Central,105,1,0,13.82,0
2025-03-15,S002,P0023,Electronics,Central,104,1,0,13.82,0
2025-03-16,S002,P0023,Electronics,Central,102,2,0,13.82,10
2025-03-17,S002,P0023,Electronics,Central,101,1,0,13.82,0
2025-03-18,S002,P0023,Electronics,Central,100,1,0,13.82,0
2025-03-19,S002,P0023,Electronics,Central,99,1,0,13.82,0
2025-03-20,S002,P0023,Electronics,Central,98,1,0,13.82,15
2025-03-21,S002,P0023,Electronics,Central,97,1,0,13.82,0
2025-03-22,S002,P0023,Electronics,Central,96,1,0,13.82,5
2025-03-23,S002,P0023,Electronics,Central,95,1,0,13.82,0
2025-03-24,S002,P0023,Electronics,Central,94,1,0,13.82,0
2025-03-25,S002,P0023,Electronics,Central,93,1,0,13.82,0
2025-03-26,S002,P0023,Electronics,Central,118,1,26,13.82,0
2025-03-27,S002,P0023,Electronics,Central,117,1,0,13.82,0
2025-03-28,S002,P0023,Electronics,Central,116,1,0,13.82,0
2025-03-29,S002,P0023,Electronics,Central,114,2,0,13.82,0
2025-03-30,S002,P0023,Electronics,Central,113,1,0,13.82,0
2025-03-31,S002,P0023,Electronics,Central,112,1,0,13.82,0
2025-04-01,S002,P0023,Electronics,Central,111,1,0,13.82,0
2025-04-02,S002,P0023,Electronics,Central,111,0,0,13.82,0
2025-04-03,S002,P0023,Electronics,Central,110,1,0,13.82,5
2025-04-04,S002,P0023,Electronics,Central,109,1,0,13.82,0
2025-04-05,S002,P0023,Electronics,Central,108,1,0,13.82,0
2025-04-06,S002,P0023,Electronics,Central,106,2,0,13.82,0
2025-04-07,S002,P0023,Electronics,Central,105,1,0,13.82,0
2025-04-08,S002,P0023,Electronics,Central,103,2,0,13.82,0
2025-04-09,S002,P0023,Electronics,Central,128,1,26,13.82,0
2025-04-10,S002,P0023,Electronics,Central,127,1,0,13.82,0
2025-04-11,S002,P0023,Electronics,Central,126,1,0,13.82,0
2025-04-12,S002,P0023,Electronics,Central,125,1,0,13.82,0
2025-04-13,S002,P0023,Electronics,Central,124,1,0,13.82,0
2025-04-14,S002,P0023,Electronics,Central,123,1,0,13.82,0
2025-04-15,S002,P0023,Electronics,Central,122,1,0,13.82,0
2025-04-16,S002,P0023,Electronics,Central,121,1,0,13.82,0
2025-04-17,S002,P0023,Electronics,Central,120,1,0,13.82,0
2025-04-18,S002,P0023,Electronics,Central,119,1,0,13.82,0
2025-04-19,S002,P0023,Electronics,Central,118,1,0,13.82,0
2025-04-20,S002,P0023,Electronics,Central,117,1,0,13.82,0
2025-04-21,S002,P0023,Electronics,Central,116,1,0,13.82,0
2025-04-22,S002,P0023,Electronics,Central,115,1,0,13.82,0
2025-04-23,S002,P0023,Electronics,Central,140,1,26,13.82,0
2025-04-24,S002,P0023,Electronics,Central,140,0,0,13.82,0
2025-04-25,S002,P0023,Electronics,Central,139,1,0,13.82,0
2025-04-26,S002,P0023,Electronics,Central,138,1,0,13.82,5
2025-04-27,S002,P0023,Electronics,Central,137,1,0,13.82,0
2025-04-28,S002,P0023,Electronics,Central,136,1,0,13.82,0
2025-04-29,S002,P0023,Electronics,Central,135,1,0,13.82,10
2025-04-30,S002,P0023,Electronics,Central,134,1,0,13.82,0
2025-05-01,S002,P0023,Electronics,Central,133,1,0,13.82,0
2025-05-02,S002,P0023,Electronics,Central,132,1,0,13.82,0
2025-05-03,S002,P0023,Electronics,Central,131,1,0,13.82,0
2025-05-04,S002,P0023,Electronics,Central,129,2,0,13.82,0
2025-05-05,S002,P0023,Electronics,Central,128,1,0,13.82,0
2025-05-06,S002,P0023,Electronics,Central,127,1,0,13.82,10
2025-05-07,S002,P0023,Electronics,Central,152,1,26,13.82,0
2025-05-08,S002,P0023,Electronics,Central,151,1,0,13.82,5
2025-05-09,S002,P0023,Electronics,Central,150,1,0,13.82,5
2025-05-10,S002,P0023,Electronics,Central,149,1,0,13.82,0
2025-05-11,S002,P0023,Electronics,Central,148,1,0,13.82,0
2025-05-12,S002,P0023,Electronics,Central,147,1,0,13.82,0
2025-05-13,S002,P0023,Electronics,Central,146,1,0,13.82,0
2025-05-14,S002,P0023,Electronics,Central,145,1,0,13.82,10
2025-05-15,S002,P0023,Electronics,Central,144,1,0,13.82,5
2025-05-16,S002,P0023,Electronics,Central,143,1,0,13.82,0
2025-05-17,S002,P0023,Electronics,Central,142,1,0,13.82,0
2025-05-18,S002,P0023,Electronics,Central,140,2,0,13.82,0
2025-05-19,S002,P0023,Electronics,Central,139,1,0,13.82,0
2025-05-20,S002,P0023,Electronics,Central,138,1,0,13.82,0
2025-05-21,S002,P0023,Electronics,Central,163,1,26,13.82,5
2025-05-22,S002,P0023,Electronics,Central,162,1,0,13.82,0
2025-05-23,S002,P0023,Electronics,Central,160,2,0,13.82,0
2025-05-24,S002,P0023,Electronics,Central,159,1,0,13.82,0
2025-05-25,S002,P0023,Electronics,Central,157,2,0,13.82,0
2025-05-26,S002,P0023,Electronics,Central,156,1,0,13.82,5
2025-05-27,S002,P0023,Electronics,Central,155,1,0,13.82,5
2025-05-28,S002,P0023,Electronics,Central,154,1,0,13.82,0
2025-05-29,S002,P0023,Electronics,Central,153,1,0,13.82,0
2025-05-30,S002,P0023,Electronics,Central,152,1,0,13.82,0
2025-05-31,S002,P0023,Electronics,Central,151,1,0,13.82,0
2025-06-01,S002,P0023,Electronics,Central,150,1,0,13.82,0
2025-06-02,S002,P0023,Electronics,Central,149,1,0,13.82,0
2025-06-03,S002,P0023,Electronics,Central,147,2,0,13.82,0
2025-06-04,S002,P0023,Electronics,Central,172,1,26,13.82,0
2025-06-05,S002,P0023,Electronics,Central,171,1,0,13.82,0
2025-06-06,S002,P0023,Electronics,Central,170,1,0,13.82,0
2025-06-07,S002,P0023,Electronics,Central,169,1,0,13.82,0
2025-06-08,S002,P0023,Electronics,Central,168,1,0,13.82,5
2025-06-09,S002,P0023,Electronics,Central,167,1,0,13.82,0
2025-06-10,S002,P0023,Electronics,Central,165,2,0,13.82,0
2025-06-11,S002,P0023,Electronics,Central,164,1,0,13.82,0
2025-06-12,S002,P0023,Electronics,Central,163,1,0,13.82,0
2025-06-13,S002,P0023,Electronics,Central,163,0,0,13.82,0
2025-06-14,S002,P0023,Electronics,Central,162,1,0,13.82,0
2025-06-15,S002,P0023,Electronics,Central,161,1,0,13.82,0
2025-06-16,S002,P0023,Electronics,Central,160,1,0,13.82,0
2025-06-17,S002,P0023,Electronics,Central,159,1,0,13.82,5
2025-06-18,S002,P0023,Electronics,Central,184,1,26,13.82,0
2025-06-19,S002,P0023,Electronics,Central,183,1,0,13.82,0
2025-06-20,S002,P0023,Electronics,Central,182,1,0,13.82,0
2025-06-21,S002,P0023,Electronics,Central,180,2,0,13.82,0
2025-06-22,S002,P0023,Electronics,Central,178,2,0,13.82,0
2025-06-23,S002,P0023,Electronics,Central,177,1,0,13.82,0
2025-06-24,S002,P0023,Electronics,Central,176,1,0,13.82,0
2025-06-25,S002,P0023,Electronics,Central,175,1,0,13.82,0
2025-06-26,S002,P0023,Electronics,Central,174,1,0,13.82,0
2025-06-27,S002,P0023,Electronics,Central,173,1,0,13.82,0
2025-06-28,S002,P0023,Electronics,Central,171,2,0,13.82,0
2025-06-29,S002,P0023,Electronics,Central,170,1,0,13.82,10
2025-01-01,S002,P0024,Home & Kitchen,Central,67,13,40,68.44,0
2025-01-02,S002,P0024,Home & Kitchen,Central,60,7,0,68.44,0
2025-01-03,S002,P0024,Home & Kitchen,Central,57,3,0,68.44,5
2025-01-04,S002,P0024,Home & Kitchen,Central,53,4,0,68.44,0
2025-01-05,S002,P0024,Home & Kitchen,Central,47,6,0,68.44,5
2025-01-06,S002,P0024,Home & Kitchen,Central,37,10,0,68.44,0
2025-01-07,S002,P0024,Home & Kitchen,Central,36,1,0,68.44,0
2025-01-08,S002,P0024,Home & Kitchen,Central,28,8,0,68.44,0
2025-01-09,S002,P0024,Home & Kitchen,Central,18,10,0,68.44,15
2025-01-10,S002,P0024,Home & Kitchen,Central,15,3,0,68.44,5
2025-01-11,S002,P0024,Home & Kitchen,Central,0,15,0,68.44,15
2025-01-12,S002,P0024,Home & Kitchen,Central,0,0,0,68.44,0
2025-01-13,S002,P0024,Home & Kitchen,Central,0,0,0,68.44,0
2025-01-14,S002,P0024,Home & Kitchen,Central,0,0,0,68.44,0
2025-01-15,S002,P0024,Home & Kitchen,Central,0,0,0,68.44,0
2025-01-16,S002,P0024,Home & Kitchen,Central,0,0,0,68.44,0
2025-01-17,S002,P0024,Home & Kitchen,Central,0,0,0,68.44,0
2025-01-18,S002,P0024,Home & Kitchen,Central,0,0,0,68.44,0
2025-01-19,S002,P0024,Home & Kitchen,Central,0,0,0,68.44,0
2025-01-20,S002,P0024,Home & Kitchen,Central,0,0,0,68.44,0
2025-01-21,S002,P0024,Home & Kitchen,Central,0,0,0,68.44,0
2025-01-22,S002,P0024,Home & Kitchen,Central,40,0,40,68.44,0
2025-01-23,S002,P0024,Home & Kitchen,Central,38,2,0,68.44,15
2025-01-24,S002,P0024,Home & Kitchen,Central,38,0,0,68.44,5
2025-01-25,S002,P0024,Home & Kitchen,Central,25,13,0,68.44,0
2025-01-26,S002,P0024,Home & Kitchen,Central,13,12,0,68.44,10
2025-01-27,S002,P0024,Home & Kitchen,Central,5,8,0,68.44,0
2025-01-28,S002,P0024,Home & Kitchen,Central,0,5,0,68.44,0
2025-01-29,S002,P0024,Home & Kitchen,Central,0,0,0,68.44,0
2025-01-30,S002,P0024,Home & Kitchen,Central,0,0,0,68.44,0
2025-01-31,S002,P0024,Home & Kitchen,Central,0,0,0,68.44,5
2025-02-01,S002,P0024,Home & Kitchen,Central,0,0,0,68.44,0
2025-02-02,S002,P0024,Home & Kitchen,Central,0,0,0,68.44,0
2025-02-03,S002,P0024,Home & Kitchen,Central,0,0,0,68.44,10
2025-02-04,S002,P0024,Home & Kitchen,Central,0,0,0,68.44,0
2025-02-05,S002,P0024,Home & Kitchen,Central,0,0,0,68.44,10
2025-02-06,S002,P0024,Home & Kitchen,Central,0,0,0,68.44,0
2025-02-07,S002,P0024,Home & Kitchen,Central,0,0,0,68.44,0
2025-02-08,S002,P0024,Home & Kitchen,Central,0,0,0,68.44,0
2025-02-09,S002,P0024,Home & Kitchen,Central,0,0,0,68.44,0
